"Data Source","World Development Indicators",
"Liberia","LBR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.11","12.2","12.18","","","","9.56","","6.61","","",
"Libya","LBY","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.63","","","","","","30.73","","","","0","","","","","","","","","","","","","","4.58","","",
"St. Lucia","LCA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.52","","","16.3","16.34","12.22","12.69","12.78","","13.76","12.04","11.56","","","5.92","5.8","7","10.94","11.4","11.2","12.08","","","20.42","13.17","","",
"Latin America & Caribbean","LCN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.92","18.95","13.21","13.64","12.49","12.24","11.77","12.88","12.68","13.07","13.85","13.32","12.67","12.62","12.3","11.38","10.62","10.26","10","9.42","8.74","7.8","7.51","7.52","7.2","7.17","6.87","6.94","7.05","","","","","",
"Least developed countries: UN classification","LDC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.89","19","11.35","25.64","15.75","16.57","14.47","11.46","9.76","12.82","10.98","9.12","10.99","10.37","10.53","33.57","9.12","10.45","9.57","9.76","10.33","9.52","10.48","9.51","10.5","","","","","",
"Liechtenstein","LIE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.98","","","31.29","31.25","","","25.96","9.94","","6.95","6.75","","6.48","7.03","7.89","7.55","7.65","7.59","7.9","8.63","8.29","7.68","","7.72","5.04","","9.16","12.54","13.99","6.74","","",
"Lower middle income","LMC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.67","23.05","26.58","","20.65","17.15","21.64","18","12.45","13.61","13.79","17.31","14.74","14.73","12.53","13.84","12.49","10.86","9.27","9.16","7.14","7.52","7.58","7.32","6.5","6.57","8.03","7.71","7.69","6.77","","","","","",
"Lesotho","LSO","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.31","","","16.72","16.85","15.99","13.62","12.36","11.61","10.94","13.53","13.41","10.73","11.02","11.99","11.77","12.1","11.55","30.04","11.65","","",
"Late-demographic dividend","LTE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Luxembourg","LUX","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Latvia","LVA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Macao SAR, China","MAC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"St. Martin (French part)","MAF","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.44","","","","17.31","","","25.42","24.8","24.49","24.88","","19.81","18.21","17.95","16.2","14.53","13.01","11.71","9.88","","9.03","9.77","10.78","10.51","","10.45","10.45","","",
"Monaco","MCO","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89","","","","2.34","2.9","","3.37","3.08","3.23","3.05","2.7","2.92","3.21","3.19","3.35","3.64","7.52","3.83","4.54","4.99","","","","4.86","","",
"Madagascar","MDG","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18","4.6","5.31","4.73","","4.5","3.47","2.72","3.32","1.74","6.54","10.27","9.78","9.59","8.72","7.7","7.57","7.31","7.28","7.03","9.71","8.43","9.5","9.5","10.11","10.13","","",
"Maldives","MDV","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.45","20.22","19.87","20.68","19.84","21.1","21.24","","20.37","20.05","19.71","20.75","6.56","7.1","7.85","11.66","11.86","13.16","12.03","19.03","12.2","","",
"Middle East & North Africa","MEA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.87","","19.29","13.29","10.72","21.21","35.63","14.16","18.83","13.43","14.33","12.5","14.06","11.2","8.52","7.43","7.67","6.42","7.32","6.6","9.24","6.54","5.45","5.06","5.45","5.52","6.09","6.58","","","","","",
"Mexico","MEX","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.91","","","","11.35","14.02","13.08","13.05","15.78","15.15","15.24","15.57","15.44","13.85","12.75","11.78","11.42","10.83","8.26","5.64","5.37","5.17","4.87","4.64","4.45","4.35","4.32","3.92","","","","",
"Marshall Islands","MHL","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.85","7.74","","8.09","7.72","7.21","6.07","6.07","6.97","6.42","6.49","6.68","7.14","6.31","6.16","5.95","5.32","5.22","4.98","4.69","","",
"Mali","MLI","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.94","10.35","10.35","10.35","6.68","","10.64","10.77","10.9","10.96","10.41","10.62","10.6","10.6","10.35","10.35","10.1","9.78","9.78","9.78","10.5","10.5","10.04","10","12.85","11.66","","",
"Malta","MLT","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Myanmar","MMR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13","4.13","4.13","4.13","4.13","4.11","4.11","4.11","4.11","2.93","2.93","2.93","2.93","","2.95","2.95","4.86","4.07","","3.56","","","","6.11","","","",
"Middle East & North Africa (excluding high income)","MNA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.87","","26.02","28.41","","21.21","35.63","17.15","18.83","18.34","18.89","16.64","20.87","16.68","12.43","12.84","11.69","11.74","12.66","11.5","11.69","11.79","9.81","10.42","10.04","10.13","10.45","11.15","","","","","",
"Montenegro","MNE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.28","8.04","9.13","9.67","8.95","9.28","7.07","6.69","6.51","5.92","5.95","5.7","5.62","5.07","","",
"Mongolia","MNG","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","5.04","6.95","6.98","5.03","5.02","4.29","4.4","5.1","5.1","5.1","5.03","5.03","","5.03","","4.57","","5.69","5.47","5.53","5.54","","",
"Northern Mariana Islands","MNP","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.71","8.69","8.71","","8.46","7.92","8.04","7.07","7.08","7.09","7.09","7.08","","7.23","","6.93","","7.38","","7.38","","",
"Mauritania","MRT","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.92","","","","","9.9","9.46","9.29","8.68","7.94","8.05","","","8.62","8.67","","","8.03","8.03","12.19","","",
"Mauritius","MUS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.15","18.36","19.24","24.08","20.44","12.12","12.01","12.94","","12.53","5.43","2.03","2.55","2.69","1.28","1.24","1.29","1.03","1.04","0.84","0.85","0.97","1.05","1.03","1.42","1.31","","",
"Malawi","MWI","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.31","","19.09","20.77","14.72","","12.39","11.55","","11.13","","","20.67","","8.02","9.63","8.76","8.59","7.62","7.44","7.91","7.9","8.23","","","9.01","9.29","","",
"Malaysia","MYS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.65","","","11.26","","9.73","","","6.27","6.23","5.23","5.14","4.81","5.51","4.7","5.29","5.37","4.27","4.36","4.83","5.06","5.19","4.37","4.17","4.41","4.44","3.52","","4.02","","","","3.6","","",
"North America","NAC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.88","9.19","","10.81","11.19","10.73","9.53","9.23","9.84","9.55","9.4","8.19","7.72","7.55","7.61","7.82","8.3","6.76","11.1","6.26","","",
"New Caledonia","NCL","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.66","12.81","12.67","11.69","11.99","11.54","10.59","10.59","10.59","11.11","10.74","11.05","11.96","10.82","10.41","10.85","11.92","12.89","14.35","11.08","","",
"Nigeria","NGA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8","24.69","24.83","","25.32","","","91.27","16.06","16.21","16.21","19.77","19.99","21.47","18.45","20.62","","9.34","9.4","","9.79","9.83","10.7","10.15","","10.07","11.34","8.33","8.63","","","","12.38","","",
"Nicaragua","NIC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.42","8.26","5.94","5.94","11","4.69","5.6","5.22","5.09","5.81","5.46","4.82","5.77","5.34","5.65","5.27","5.38","5.34","5.66","5.67","5.92","6.69","6.9","6.72","7.01","7.49","","",
"Netherlands","NLD","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Norway","NOR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78","","","","","4.98","","6.45","5.71","4.42","4.84","3.95","4.24","4.69","3.76","3.21","3.45","3.47","3.08","3.2","3.07","3.06","3.94","4.24","4.56","4.85","4.76","4.47","4.42","4.07","4.13","5.33","4.08","","",
"Nepal","NPL","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.96","","","","","20.09","14.01","16.84","","15.45","15.86","15.49","15.49","13.26","13.46","421.5","12.9","13.35","12.8","12.87","15.65","11.31","13.08","13.07","","13.42","15.43","12.66","","",
"Nauru","NRU","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.69","11.27","10.51","15.59","14.39","","",
"New Zealand","NZL","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.24","9.09","","","6.53","5.64","4.69","4.06","3.09","4.67","4.99","5.57","5.4","5.08","5.17","3.54","2.4","2.29","6.26","2.13","2.36","2.41","2.39","2.56","2.72","2.8","","2.63","2.52","","",
"OECD members","OED","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.43","","","","","4.49","","","","12.73","13.65","5.07","4.68","4.76","4.9","4.66","4.56","4.54","","","4.32","4.53","4.53","4.41","4.35","4.43","4.43","4.42","4.42","","",
"Other small states","OSS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.95","","","40.69","23.13","23.12","20.62","17.39","16.72","13.02","13.01","12.77","12.23","9.7","9.88","10.2","9.74","9.79","9.41","9.91","10.66","11.32","","10.57","9.82","9.54","","",
"Panama","PAN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.62","8.69","7.83","7.19","6.86","7.46","7.89","7.63","7.16","8","8.01","8.14","7.04","6.93","5.76","6.13","6.12","","5.41","","","","","5.77","","",
"Peru","PER","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.39","","15.34","","12.7","12.71","12.65","12.82","11.32","9.92","9.5","9.82","9.12","6.82","6.63","2.65","2.83","2.83","1.88","","1.86","1.86","1.8","","1.97","1.97","2.01","2.01","","",
"Philippines","PHL","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","22.51","14.79","","14.72","15.56","15.22","14.65","8.53","7.56","6.37","6.09","3.77","3.47","2.62","2.44","3.49","3.77","3.72","3.46","6.04","6.11","6.09","5.67","5.63","5.73","","5.72","5.69","5.72","7.12","5.95","5.98","","",
"Palau","PLW","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.76","1.76","","","","6.76","6.54","6.4","","","7.69","7.8","29.88","34.63","118.21","9.6","","",
"Papua New Guinea","PNG","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","","15.66","3.13","3.09","2.95","2.3","2.1","2.13","1.89","1.6","2.77","2.72","2.68","","2.57","2.59","","","","","4.64","7.82","3.63","","",
"Poland","POL","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Pre-demographic dividend","PRE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Paraguay","PRY","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.85","","","8.02","10.71","10.45","11.33","11.46","11.11","10.93","10.74","9.94","9.85","10.31","8.38","5.16","6.57","6.55","6.77","7.14","7.38","7.37","7.56","7.39","7.83","7.71","8.45","8.54","8.54","7.88","","",
"West Bank and Gaza","PSE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39","5.53","4.26","6.05","4.9","","","","","",
