"Data Source","World Development Indicators",
"Pacific island small states","PSS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34","9","","8.44","7.34","7.39","7.39","7.31","7.6","7.25","7.25","8.41","8.47","","",
"Qatar","QAT","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28","4.98","5.12","5.02","5.03","4.43","4.36","4.49","4.42","4.42","4.08","4.23","4.18","4.27","4.27","4.7","4.02","3.77","3.89","","",
"Romania","ROU","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Russian Federation","RUS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.25","9.82","","9.93","11.28","","","","10.78","10.8","","","10.48","","8.04","9.35","8.81","7.99","7.98","8.07","7.37","6.43","5.54","4.56","4.45","4.38","7.4","4.87","","",
"Rwanda","RWA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.33","","","","","","","9.03","8.98","20.12","10.25","","19.12","18.06","","17.44","14.49","16.3","13.76","14.92","13.69","13.88","16.02","13.32","","15.31","14.88","15.89","","",
"South Asia","SAS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.43","53.53","","27.01","27.78","56.41","44.95","23.67","20.83","28.23","26.18","21.44","23.28","21.73","19.59","19.9","14.27","10.32","11.71","10.71","7.68","7.91","7.8","6.97","7.05","9.41","8.17","8.42","6.97","","","","","",
"Saudi Arabia","SAU","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.72","","","","","11.5","12.48","11.12","6.53","7.28","7.01","4.35","4.41","4.06","3.56","3.44","","4.16","3.96","3.96","3.84","4.45","","5.02","","","5.19","","",
"Sudan","SDN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15","","","","","","17.02","","","","13.91","","11.1","18.54","16.7","15.08","","","","","","","","","25.17","","",
"Senegal","SEN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","8.26","9.12","9.25","9.2","9.7","8.83","8.83","9.36","9.11","8.9","8.49","8.48","8.79","9.09","9.43","12.3","11.73","9.72","9.89","","",
"Singapore","SGP","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.26","","","","","","0.33","0.05","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0","0.03","0.03","0.03","0.15","0.18","0.14","0.16","0.18","0.25","0.24","0.28","0.24","0.21","0.68","1.44","0.16","","",
"Solomon Islands","SLB","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.62","","","","","","","36.09","14.6","18.91","30.69","18.01","13.62","","",
"Sierra Leone","SLE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.32","","14.33","","","","10.31","9.91","10.41","","","","","","","","14.24","","",
"El Salvador","SLV","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.15","7.72","7.37","6.34","6.38","6.84","6.89","7.09","7.38","7.27","7.48","9.25","7","7.06","7.35","6.85","6.81","6.98","6.92","6.75","7.16","","7.73","7.73","8.2","8.42","","",
"San Marino","SMR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.69","7.88","","","6.03","","6.28","6.15","6.1","5.65","5.76","","5.92","","6.26","6.48","6.49","6.49","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.41","24.69","14.11","11.32","25.32","12.48","18.2","45.34","12.85","10.22","17.21","9.76","9.83","10.52","10.91","10.59","7.79","8.37","8.55","7.99","8.06","8.89","9.12","8.55","8.18","8.42","8.47","8.66","9.15","7.85","","","","","",
"South Sudan","SSD","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.41","24.69","14.11","11.32","25.32","12.48","18.2","45.34","12.85","10.22","17.18","9.76","9.83","10.54","10.93","10.57","7.79","8.42","8.51","7.97","8.01","8.85","9.09","8.55","8.18","8.42","8.43","8.66","9.15","7.85","","","","","",
"Small states","SST","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.02","8.24","9.07","10.44","","9.46","9.97","","","",
"Suriname","SUR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","","","14","12.17","","","","","","","11.94","","10.78","10.79","9.8","10.88","10.88","","","","","11.77","10.36","10.36","","",
"Slovak Republic","SVK","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Slovenia","SVN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Sweden","SWE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","4.73","5.97","5.68","6.06","5.97","5.87","7.38","6.07","5.67","4.86","4.52","3.75","4.07","3.91","4.01","3.64","3.54","3.33","3.23","2.99","3.23","3.08","3","2.84","2.95","3.07","3.09","3.29","3.27","3.11","3.08","2.8","","",
"Eswatini","SWZ","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.02","8.96","","10.53","9.79","9.47","8.47","7.49","12.52","7.43","11.17","6.3","8.97","8.62","8.36","8.71","9.74","10.02","45.38","10.05","","",
"Sint Maarten (Dutch part)","SXM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.92","32.53","","","","32.6","32.58","30.07","","","","","","","","4.65","5.94","5.33","6.59","22.68","3.88","","",
"Syrian Arab Republic","SYR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","","","","","","","8.16","8.92","","","16.92","","","","","","","10.43","","",
"Turks and Caicos Islands","TCA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.31","","17.31","","","","13.07","14.38","14.05","12.69","13.63","14.52","13.27","14.51","14.27","14.71","15.16","","14.16","","13.92","16.36","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.79","14.58","","14.99","11.36","10.91","10.2","10.78","10.79","10.4","11.11","10.96","10.96","11.02","11.11","11.52","9.7","9.67","9.66","11","10.99","13.43","13.48","12.53","12.53","","",
"Thailand","THA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.65","","33.63","","36.64","","14.86","","","","33.51","9.54","9.28","","9.73","6.03","5.55","5.35","4.32","4.27","4.76","5","4.85","","6.06","6.65","6.86","","","","","","","",
"Tajikistan","TJK","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.98","","","","8.02","","7.27","7.58","7.48","7.81","7.55","7.27","","","7.23","","",
"Turkmenistan","TKM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2.88","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","","","","2.53","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.71","5.12","5.58","5.5","5.17","","5.72","5.74","5.53","","","6.56","","",
"South Asia (IDA & IBRD)","TSA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.15","15.09","","","","7.18","","","17.85","","6.56","4.92","5.46","6.23","8.3","12.49","10.65","14.29","","8.61","8.62","9.06","9.03","","","","","","","","","",
"Tunisia","TUN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.87","","26.02","","","27.36","","","25.67","","23.38","","26.38","22.15","22.4","19.65","19.17","","15.93","18.61","13.77","14.46","12.58","11.28","","11.26","9.35","","","","","","",
"Turkiye","TUR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","","6.74","5.71","5.65","5.73","5.34","4.98","3.93","3.95","4.33","4.15","3.85","3.72","4.06","3.93","4.42","4.7","5.11","","5.21","","5.8","5.37","5.58","4.56","5.09","4.81","","",
"Tuvalu","TUV","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.59","","","","","","","2.43","","","","","",
"Tanzania","TZA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.62","","","","18.29","19.48","","13.07","","","8.79","","9.13","8.97","8.13","8.62","9.45","9.52","8.1","9.55","8.89","8.84","8.07","10.2","","10.41","10.29","11.04","","",
"Uganda","UGA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.82","","","","","","7.3","7.21","7.07","6.64","6.26","12.54","10.75","11.01","11.14","12.12","11.88","10.54","11.02","10.49","10.66","10.4","9.84","","11.57","11.98","15","","",
"Ukraine","UKR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.36","","3.93","","","","","3.99","","","","4.13","4.69","4.69","2.47","2.9","2.42","2.57","2.78","2.65","2.46","2.46","2.73","2.73","10.63","3.26","","",
"Upper middle income","UMC","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.19","32.95","15.49","17.26","26.44","19.81","20.44","12.16","13.25","11.71","12.37","13.91","11.96","11.56","9.68","8.71","7.59","6.96","6.28","6.81","6.68","5.87","5.97","6.81","6.96","6.39","5.99","6.04","5.08","5.53","","","","","",
"Uruguay","URY","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81","","","10.62","10.32","10.55","12.88","12.31","12.15","12.37","10.67","","9.31","8","7.26","7.68","6.55","7.72","8.51","8.64","7.96","8.64","8.63","8.59","9.42","11.33","9.82","9.8","10.01","","",
"United States","USA","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.56","4.66","4.73","4.8","4.71","","4.27","4.11","3.67","3.6","3.89","3.4","3.46","3.33","3.2","2.99","2.96","2.91","2.42","2.76","2.82","2.81","2.81","2.79","2.81","2.78","2.79","2.79","3.07","3.19","17.94","2.56","","",
"Uzbekistan","UZB","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83","","","","","11.46","11.91","11.82","11.12","","","11.95","","10.59","9.26","","","","","4.53","","",
"St. Vincent and the Grenadines","VCT","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.45","","","15.83","15.04","12.5","11.68","11.76","","","5.96","12.09","","","10.8","10.25","11.75","11.75","","11.06","12.98","13.36","13.3","13.3","13.38","","",
"Venezuela, RB","VEN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.36","","","13.1","","13.4","13.69","13.02","13.37","14.46","13.7","12.75","13.27","13.6","14.18","15.55","14.99","13.61","12","12.51","12.51","12.51","13.93","14.48","13.9","14.52","16.49","16.15","18.87","","",
"British Virgin Islands","VGB","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.19","","","","","19.2","","15.29","15.08","12.68","12.63","12.73","11.71","11.39","6.12","7.88","6.47","","4.98","5.37","5.42","5.76","5.75","5.88","8.97","5.6","5.3","","",
"Vanuatu","VUT","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.27","17.09","17.14","17.16","16","19.12","19.08","19.04","","","5.6","","","5.53","9","11.31","","","12.66","","",
"World","WLD","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75","6.91","7.8","7.02","8.15","8.85","9.69","7.35","7.1","6.42","6.03","6.54","5.84","6.17","5.74","5.55","4.96","4.7","4.34","4.5","4.53","4.32","4.3","4.56","3.93","4.06","4.11","4.3","4.1","4.17","","","","","",
"Samoa","WSM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.85","9.86","9.71","9.98","10.28","10.58","10.19","10.85","","10.38","","",
"Kosovo","XKX","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.73","","","","","","6.46","","","5.71","","5.95","6.05","5.34","","6.15","6.2","5.4","","","","","",
"South Africa","ZAF","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.39","","10.5","11.32","","13.45","","","8.55","5.99","","5.47","5.36","5.27","5.12","5.34","5.54","6.16","5.93","5.64","4.76","5.36","5.71","5.58","5.51","5.77","5.44","6.06","6.49","6.65","6.29","9.39","6.48","","",
"Zambia","ZMB","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.89","","","","11.33","","","","14.28","10.68","10.98","12.58","10.45","11.56","9.63","9.61","8.73","7.81","8.47","8.41","8.57","","8.94","16.88","","7.44","","9.39","","",
"Zimbabwe","ZWE","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.68","17.11","19.81","17.59","11.57","10.55","17.48","17.33","","","","13.13","","","16.6","13.49","14.76","","","12.86","10.62","","","","","","",
